hour_of_year,insolation,temperature,rainfall,wind_speed,wind_direction,humidity
4643,804,30.4,65963,29,163,73
4644,533,31.5,65964,25,260,67
4645,826,32.2,65965,25,360,66
4646,632,32.9,65966,25,33,62
4647,256,32.7,65967,27,20,64
4648,102,32.2,65968,25,293,65
4649,202,30.7,65969,20,193,74
4650,58,29.2,65970,10,74,81
4651,0,27.6,65971,0,0,88
4652,0,26.8,65972,0,0,86
4653,0,26.1,65973,0,0,84
4654,0,26,65974,0,0,78
4655,0,25.6,65975,12,65,80
4656,0,25.4,65976,22,97,81
4657,0,25,65977,25,113,88
4658,0,25.1,65978,19,76,88
4659,0,24.9,65979,10,44,92
4660,0,25,65980,0,0,92
4661,7,25.7,65981,16,142,91
4662,111,25.9,65982,18,207,93
4663,442,26.2,65983,25,293,89
4664,492,25.6,65984,10,197,92
4665,134,25.4,65985,7,131,93
4666,102,25.4,65986,0,0,94
4667,288,26.7,65987,19,29,87
4668,444,28.2,65988,32,36,80
4669,665,30.2,65989,53,135,71
4670,582,31,65990,46,102,68
4671,416,31.3,65991,39,103,66
4672,505,30.4,65992,14,0,70
4673,52,29.6,65993,7,4,73
4674,33,28.2,65994,0,0,81
4675,0,27.6,65995,0,0,85
4676,0,26.8,65996,0,0,92
4677,0,26.7,65997,3,15,91
4678,0,26.4,65998,0,0,91
4679,0,26.6,65999,12,83,84
4680,0,26.2,66000,9,64,81
4681,0,26,66001,14,90,78
4682,0,25.2,66002,2,0,83
4683,0,25.1,66003,4,10,86
4684,0,25,66004,0,0,92
4685,52,25.3,66005,8,39,91
4686,287,26,66006,14,82,88
4687,434,27,66007,25,135,85
4688,366,28.3,66008,26,137,79
4689,599,29.7,66009,29,127,75
4690,429,31,66010,25,90,71
4691,207,32.1,66011,30,91,69
4692,651,33,66012,31,105,65
4693,383,33.6,66013,36,158,62
4694,827,34,66014,31,188,59
4695,651,33.8,66015,28,212,59
4696,387,33.2,66016,17,180,61
4697,48,32,66017,12,135,68
4698,33,30.6,66018,2,55,77
4699,0,29.2,66019,0,0,86
4700,0,28.1,66020,0,0,90
4701,0,27.3,66021,0,0,92
4702,0,26.8,66022,0,0,89
4703,0,26.4,66023,11,61,89
4704,0,26,66024,13,85,89
4705,0,25.6,66025,17,90,91
4706,0,25.3,66026,9,46,91
4707,0,25,66027,5,18,93
4708,0,24.6,66028,14,0,95
4709,11,25.2,66029,18,38,91
4710,40,26.1,66030,17,47,86
4711,251,27.6,66031,25,135,78
4712,202,28.7,66032,25,143,74
4713,770,30.1,66033,32,200,70
4714,632,31,66034,31,180,68
4715,686,32.1,66035,36,220,65
4716,924,32.4,66036,29,171,65
4717,744,32.6,66037,25,158,65
4718,568,31.9,66038,10,55,69
4719,530,31.4,66039,5,35,71
4720,223,30.4,66040,0,0,76
4721,41,30,66041,11,87,77
4722,10,29.3,66042,17,119,79
4723,0,29,66043,25,180,79
4724,0,28.2,66044,17,113,81
4725,0,27.7,66045,12,80,83
4726,0,27,66046,0,0,85
4727,0,26.9,66047,3,38,86
4728,0,26.4,66048,6,46,89
4729,0,26.2,66049,17,113,89
4730,0,25.4,66050,17,72,93
4731,0,25,66051,20,67,95
4732,0,25.6,66052,0,0,91
4733,16,26.2,66053,0,0,87
4734,389,27.4,66054,0,0,81
4735,468,28.8,66055,0,0,74
4736,359,30.4,66056,14,46,68
4737,152,31.6,66057,28,103,64
4738,430,32.4,66058,42,158,63
4739,833,32.7,66059,44,183,62
4740,656,32.9,66060,43,176,63
4741,700,33,66061,33,135,62
4742,339,33.4,66062,27,83,61
4743,84,33.5,66063,18,31,61
4744,550,33.4,66064,14,0,61
4745,206,32.6,66065,7,0,64
4746,3,31.5,66066,5,0,68
4747,0,30,66067,0,0,74
4748,0,28.9,66068,0,8,81
4749,0,27.9,66069,0,5,87
4750,0,27.4,66070,0,0,89
4751,0,26.9,66071,0,0,89
4752,0,26.5,66072,1,0,90
4753,0,26,66073,0,0,89
4754,0,25.7,66074,3,9,90
4755,0,25.4,66075,1,8,91
4756,0,26,66076,0,0,95
4757,3,26.6,66077,0,0,95
4758,45,27.4,66078,0,0,93
4759,295,28.2,66079,0,0,88
4760,251,29.2,66080,8,207,84
4761,93,30.2,66081,9,280,80
4762,812,31.6,66082,11,360,75
4763,924,33,66083,5,209,70
4764,1002,34.4,66084,3,129,66
4765,691,35.4,66085,0,0,62
4766,885,35.8,66086,8,102,59
4767,639,35.4,66087,13,166,59
4768,480,34.4,66088,19,315,62
4769,138,32.9,66089,15,247,68
4770,53,31.6,66090,11,192,75
4771,0,30.4,66091,0,0,84
4772,0,29.7,66092,0,0,90
4773,0,29.1,66093,0,0,94
4774,0,28.6,66094,0,0,94
4775,0,27.8,66095,0,0,93
4776,0,26.9,66096,3,51,93
4777,0,26,66097,0,0,93
4778,0,25.6,66098,2,56,93
4779,0,25.5,66099,0,0,95
4780,0,26.6,66100,0,0,97
4781,81,27.9,66101,0,0,93
4782,452,29.7,66102,0,0,85
4783,337,31.6,66103,0,0,79
4784,507,33.1,66104,10,124,70
4785,161,34.2,66105,19,209,65
4786,892,35,66106,31,315,59
4787,842,35.9,66107,36,316,56
4788,531,36.7,66108,42,333,52
4789,838,37.6,66109,42,293,51
4790,797,38,66110,42,319,49
4791,603,37.6,66111,36,295,52
4792,481,36.4,66112,31,293,55
4793,189,34.6,66113,19,192,63
4794,7,32.6,66114,10,116,72
4795,0,31,66115,0,0,81
4796,0,29.9,66116,0,0,85
4797,0,29.6,66117,0,0,86
4798,0,29.4,66118,0,0,86
4799,0,29.2,66119,0,0,88
4800,0,28.5,66120,2,25,91
4801,0,27.6,66121,0,0,95
4802,0,26.6,66122,2,27,98
4803,0,26.2,66123,0,0,96
4804,0,28,66124,14,90,95
4805,8,27.2,66125,19,87,99
4806,17,28.2,66126,21,105,93
4807,533,30,66127,25,113,85
4808,821,33,66128,28,154,73
4809,816,34.5,66129,35,168,68
4810,209,34.6,66130,42,180,66
4811,325,31.8,66131,48,135,72
4812,20,28.6,66132,48,89,80
4813,175,25.2,66133,42,23,91
4814,83,24.3,66134,27,0,92
4815,304,24.5,66135,13,0,90
4816,314,26.2,66136,0,0,84
4817,97,26.8,66137,0,0,83
4818,49,27.1,66138,0,12,84
4819,0,25.8,66139,0,0,91
4820,0,25,66140,2,9,95
4821,0,24.2,66141,3,0,98
4822,0,25,66142,0,0,95
4823,0,25.9,66143,0,0,93
4824,0,27.8,66144,0,0,87
4825,0,28.6,66145,0,0,87
4826,0,29.4,66146,3,40,86
4827,0,28.5,66147,10,59,93
4828,0,25,66148,0,0,97
4829,13,25.2,66149,11,64,95
4830,187,26.1,66150,18,77,89
4831,137,27.4,66151,31,113,83
4832,207,29,66152,35,85,74
4833,646,30.4,66153,43,107,68
4834,746,31.4,66154,42,113,66
4835,185,32,66155,43,186,65
4836,339,32.6,66156,34,206,65
4837,783,33.2,66157,25,225,64
4838,175,34.1,66158,8,143,62
4839,216,34.9,66159,2,81,61
4840,605,35.2,66160,0,0,59
4841,45,34.4,66161,14,23,61
4842,2,32.8,66162,27,51,65
4843,0,30.4,66163,42,135,73
4844,0,28.1,66164,40,144,81
4845,0,26.2,66165,35,155,89
4846,0,25.2,66166,19,90,94
4847,0,24.9,66167,11,65,95
4848,0,25.1,66168,1,3,95
4849,0,25.2,66169,0,0,95
4850,0,25.3,66170,0,0,95
4851,0,25.1,66171,0,0,97
4852,0,25.6,66172,0,0,95
4853,56,26.2,66173,7,21,95
4854,94,27.5,66174,18,69,86
4855,494,28.6,66175,31,113,79
4856,691,30.4,66176,42,161,67
4857,818,31.8,66177,49,178,60
4858,886,33.4,66178,53,180,54
4859,818,34.2,66179,52,152,55
4860,547,35,66180,49,133,55
4861,459,35,66181,44,113,58
4862,461,35.1,66182,40,118,58
4863,446,34.4,66183,33,115,59
4864,279,33.6,66184,25,113,60
4865,95,32,66185,16,79,68
4866,25,30.9,66186,7,43,74
4867,0,29.8,66187,0,0,84
4868,0,29.6,66188,0,0,89
4869,0,29.2,66189,0,0,92
4870,0,29,66190,0,0,90
4871,0,27.9,66191,2,6,92
4872,0,26.9,66192,2,14,92
4873,0,25.6,66193,0,0,95
4874,0,25.2,66194,0,0,95
4875,0,24.9,66195,0,0,98
4876,0,26,66196,0,0,98
4877,29,27.6,66197,0,0,88
4878,401,30.1,66198,0,0,75
4879,310,32.2,66199,0,0,67
4880,904,33.9,66200,11,31,62
4881,523,34.7,66201,20,54,61
4882,782,35,66202,31,90,60
4883,145,35,66203,32,104,60
4884,659,35.4,66204,31,128,56
4885,717,36,66205,25,135,53
4886,186,36.7,66206,23,154,50
4887,706,36.7,66207,18,147,51
4888,353,36,66208,17,135,55
4889,213,34.2,66209,10,88,64
4890,29,32.4,66210,7,47,72
4891,0,30.8,66211,0,0,80
4892,0,30.2,66212,0,0,80
4893,0,30.2,66213,0,0,77
4894,0,30.4,66214,0,0,73
4895,0,29.9,66215,0,0,75
4896,0,28.9,66216,1,10,80
4897,0,27.2,66217,0,0,91
4898,0,25.9,66218,3,5,96
4899,0,25.2,66219,0,0,95
4900,0,28.2,66220,42,113,80
4901,3,28.3,66221,51,128,79
4902,127,29.1,66222,57,165,77
4903,218,30,66223,53,135,71
4904,310,31.6,66224,53,149,65
4905,788,32.9,66225,49,117,59
4906,860,34.4,66226,53,135,56
4907,958,35.3,66227,52,110,53
4908,877,36.3,66228,57,148,51
4909,825,36.8,66229,53,158,49
4910,867,37.4,66230,50,221,47
4911,647,36.9,66231,37,211,47
4912,332,36,66232,25,203,50
4913,220,34,66233,8,105,56
4914,22,32.2,66234,2,56,66
4915,0,30.4,66235,0,0,77
4916,0,29.8,66236,10,49,85
4917,0,29.6,66237,15,78,88
4918,0,30,66238,19,135,86
4919,0,29.9,66239,11,96,82
4920,0,29.8,66240,6,69,77
4921,0,29,66241,0,0,75
4922,0,28.6,66242,10,20,76
4923,0,28.1,66243,22,34,78
4924,0,27.8,66244,25,90,88
4925,9,28.6,66245,48,117,81
4926,18,29.7,66246,74,138,74
4927,657,31.4,66247,94,158,64
4928,221,32.6,66248,100,156,59
4929,788,33.7,66249,94,151,55
4930,631,34.4,66250,78,135,54
4931,839,35.4,66251,62,132,51
4932,962,35.9,66252,53,128,51
4933,835,36.5,66253,53,135,49
4934,785,36.2,66254,56,135,51
4935,528,35.7,66255,58,139,53
4936,244,34.4,66256,53,135,59
4937,183,33.2,66257,41,138,64
4938,19,31.8,66258,25,134,71
4939,0,31,66259,14,135,73
4940,0,30.3,66260,10,126,77
4941,0,30.4,66261,16,123,75
4942,0,30.4,66262,25,113,75
4943,0,30.8,66263,33,109,72
4944,0,30.5,66264,32,96,73
4945,0,30,66265,25,90,76
4946,0,28.9,66266,16,78,82
4947,0,28.2,66267,15,82,86
4948,0,27.8,66268,25,90,88
4949,4,28.4,66269,25,73,86
4950,192,29.9,66270,28,100,78
4951,652,32,66271,31,113,67
4952,645,33.9,66272,36,160,58
4953,885,35,66273,40,166,54
4954,876,35.4,66274,42,180,52
4955,406,35.3,66275,39,152,53
4956,301,35.4,66276,36,166,53
4957,436,35.8,66277,31,180,52
4958,406,36.6,66278,27,249,49
4959,742,37.1,66279,23,280,47
4960,486,36.8,66280,19,293,48
4961,158,35.4,66281,13,212,54
4962,2,33.1,66282,7,119,64
4963,0,30.6,66283,0,0,78
4964,0,28.8,66284,0,0,92
4965,0,28.2,66285,0,0,97
4966,0,28.6,66286,0,0,93
4967,0,29.5,66287,5,36,84
4968,0,30.1,66288,12,88,78
4969,0,30,66289,17,90,76
4970,0,29.2,66290,22,106,79
4971,0,28.2,66291,23,84,85
4972,0,28.4,66292,0,0,91
4973,10,29.1,66293,1,84,84
4974,85,29.6,66294,10,186,80
4975,95,31,66295,19,270,71
4976,192,31.9,66296,34,310,68
4977,562,33.5,66297,44,303,63
4978,415,34.4,66298,53,270,62
4979,598,35.5,66299,53,242,60
4980,852,35,66300,55,242,62
4981,431,34,66301,53,270,65
4982,268,31.4,66302,56,303,74
4983,255,29.2,66303,55,310,83
4984,18,27,66304,53,270,94
4985,69,26.6,66305,42,186,95
4986,8,26.5,66306,30,84,97
4987,0,27.4,66307,14,0,93
4988,0,27.5,66308,5,0,94
4989,0,27.8,66309,0,0,93
4990,0,27.4,66310,0,0,95
4991,0,27.8,66311,0,28,93
4992,0,27.8,66312,2,28,93
4993,0,28.4,66313,0,0,90
4994,0,28.2,66314,1,0,93
4995,0,28.6,66315,0,0,91
4996,0,27.4,66316,0,0,97
4997,5,27.4,66317,7,110,98
4998,98,27.5,66318,10,178,95
4999,219,28,66319,17,270,93
5000,561,28.5,66320,18,267,86
5001,543,29.2,66321,23,292,82
5002,653,29.6,66322,25,270,78
5003,765,30,66323,31,318,78
5004,787,29.8,66324,32,310,79
5005,591,29.6,66325,31,315,82
5006,125,29,66326,20,211,84
5007,439,28.7,66327,11,126,87
5008,56,28.4,66328,0,0,88
5009,147,28.5,66329,0,0,90
5010,3,28.3,66330,0,0,91
5011,0,28,66331,0,0,93
5012,0,27.2,66332,0,0,93
5013,0,26.6,66333,3,28,95
5014,0,26,66334,0,0,95
5015,0,26.2,66335,1,24,96
5016,0,26.5,66336,0,0,97
5017,0,27.2,66337,0,0,97
5018,0,27.5,66338,0,0,97
5019,0,27.6,66339,0,0,97
5020,0,25,66340,25,270,97
5021,3,24.9,66341,38,318,97
5022,144,24.9,66342,47,327,97
5023,303,25,66343,42,270,97
5024,206,25.2,66344,34,229,97
5025,296,25.3,66345,21,189,97
5026,381,25.4,66346,17,203,97
5027,320,25.4,66347,14,210,97
5028,271,25.4,66348,19,232,97
5029,182,25.4,66349,19,203,97
5030,202,25.3,66350,20,160,98
5031,212,25.3,66351,10,69,97
5032,110,25.2,66352,0,0,97
5033,104,25.1,66353,0,0,96
5034,3,24.8,66354,0,0,97
5035,0,24.6,66355,0,0,97
5036,0,24.4,66356,20,87,98
5037,0,24.4,66357,35,127,98
5038,0,24.6,66358,42,135,97
5039,0,24.9,66359,31,73,96
5040,0,25.2,66360,16,26,96
5041,0,25.4,66361,0,0,95
5042,0,25.4,66362,0,64,95
5043,0,25.2,66363,6,155,96
5044,0,24.4,66364,17,113,97
5045,15,24.5,66365,15,69,96
5046,191,24.4,66366,12,25,98
5047,31,24.4,66367,14,0,98
5048,283,24.4,66368,9,0,95
5049,508,24.8,66369,7,0,98
5050,140,25.4,66370,0,0,97
5051,754,26.3,66371,0,7,91
5052,720,27,66372,0,4,87
5053,737,27.4,66373,0,0,83
5054,191,27.2,66374,0,0,83
5055,524,26.7,66375,2,0,84
5056,217,26,66376,0,0,88
5057,184,25.5,66377,3,8,91
5058,3,25.3,66378,0,7,94
5059,0,25.4,66379,0,0,94
5060,0,25.5,66380,0,0,94
5061,0,25.6,66381,0,0,93
5062,0,25.4,66382,0,0,94
5063,0,25.1,66383,13,40,95
5064,0,24.7,66384,21,89,96
5065,0,24.4,66385,31,135,97
5066,0,24.2,66386,28,155,98
5067,0,24.3,66387,25,149,98
5068,0,24.8,66388,0,0,97
5069,3,25.1,66389,8,54,95
5070,105,25.6,66390,12,134,93
5071,171,26,66391,17,203,89
5072,205,26.6,66392,15,256,86
5073,459,26.9,66393,16,271,84
5074,630,27.4,66394,17,270,83
5075,411,27.7,66395,24,255,81
5076,147,28.2,66396,30,259,80
5077,465,28.6,66397,36,270,79
5078,661,29.2,66398,34,291,78
5079,214,29.3,66399,28,284,77
5080,92,29.2,66400,17,248,79
5081,113,28.6,66401,9,167,82
5082,2,28,66402,1,79,87
5083,0,27.4,66403,0,0,91
5084,0,27.3,66404,0,0,94
5085,0,27.1,66405,0,0,95
5086,0,27,66406,0,0,95
5087,0,26.4,66407,2,19,95
5088,0,27,66408,0,0,93
5089,0,26.8,66409,0,0,93
5090,0,26.6,66410,11,59,93
5091,0,26.5,66411,13,71,94
5092,0,27.4,66412,0,0,95
5093,73,28.5,66413,0,1,86
5094,182,29.4,66414,0,0,80
5095,407,30.6,66415,0,0,73
5096,590,31.2,66416,20,10,72
5097,253,32,66417,37,49,69
5098,741,32.6,66418,53,90,69
5099,544,33.5,66419,52,142,65
5100,774,33.9,66420,44,162,64
5101,797,34,66421,25,158,63
5102,72,33,66422,12,108,66
5103,391,31.7,66423,1,55,71
5104,370,30,66424,0,0,80
5105,213,28.9,66425,0,0,84
5106,107,28.1,66426,2,0,88
5107,0,28,66427,0,0,87
5108,0,27.9,66428,2,6,87
5109,0,28.1,66429,0,13,86
5110,0,28,66430,0,0,87
5111,0,28.1,66431,0,0,88
5112,0,27.6,66432,0,0,93
5113,0,27.4,66433,0,0,95
5114,0,26.9,66434,5,0,96
5115,0,27.1,66435,2,7,99
5116,0,24.4,66436,17,45,97
5117,6,24.5,66437,17,92,97
5118,12,25.4,66438,14,114,93
5119,423,26.4,66439,17,135,88
5120,559,28.1,66440,11,98,81
5121,543,29.4,66441,8,59,76
5122,870,31,66442,0,0,71
5123,297,31.9,66443,0,0,68
5124,858,33,66444,0,0,65
5125,903,33.6,66445,0,0,63
5126,255,34.4,66446,0,1,62
5127,577,34.3,66447,2,15,64
5128,150,33.8,66448,0,0,67
5129,162,32.2,66449,3,7,74
5130,81,30.9,66450,0,0,82
5131,0,29.4,66451,0,0,91
5132,0,29,66452,0,0,95
5133,0,28.7,66453,0,0,97
5134,0,28.8,66454,0,0,94
5135,0,28.1,66455,13,29,93
5136,0,27.4,66456,22,31,91
5137,0,26,66457,31,45,93
5138,0,25.2,66458,28,28,94
5139,0,24.3,66459,25,38,97
5140,0,25,66460,17,45,97
5141,6,24.1,66461,6,21,98
5142,345,24.3,66462,1,7,95
5143,108,25,66463,0,0,92
5144,501,26.9,66464,16,29,86
5145,779,28.7,66465,33,65,79
5146,580,30.6,66466,53,113,72
5147,294,31.5,66467,58,133,68
5148,408,32.4,66468,55,146,64
5149,165,32.6,66469,42,135,63
5150,512,33.1,66470,34,135,63
5151,437,32.6,66471,27,128,67
5152,54,31.8,66472,31,135,71
5153,76,29.7,66473,32,127,79
5154,10,27.6,66474,36,119,87
5155,0,25.4,66475,31,90,95
5156,0,24.6,66476,24,64,98
5157,0,24.4,66477,10,24,98
5158,0,25.4,66478,0,0,95
5159,0,26.1,66479,0,0,95
5160,0,26.9,66480,0,0,94
5161,0,26.8,66481,0,0,95
5162,0,26.7,66482,13,31,95
5163,0,25.7,66483,17,42,97
5164,0,25.4,66484,53,113,95
5165,228,25.3,66485,53,120,96
5166,287,25.1,66486,52,132,96
5167,127,25,66487,53,135,97
5168,148,25.2,66488,54,142,95
5169,380,25.7,66489,58,138,94
5170,214,26.4,66490,61,135,91
5171,650,27.2,66491,65,121,88
5172,686,27.8,66492,64,117,86
5173,644,28,66493,61,113,85
5174,584,27.9,66494,53,122,85
5175,200,27.5,66495,47,127,87
5176,34,27,66496,42,135,89
5177,171,26.6,66497,44,128,93
5178,85,26.5,66498,47,124,95
5179,0,26.4,66499,53,113,97
5180,0,26.4,66500,55,113,96
5181,0,26.2,66501,55,110,95
5182,0,26,66502,53,113,94
5183,0,25.7,66503,52,104,95
5184,0,25.5,66504,51,99,95
5185,0,25.4,66505,53,90,95
5186,0,25.4,66506,53,94,95
5187,0,25.4,66507,54,98,96
5188,0,24.6,66508,53,113,95
5189,137,24.8,66509,49,108,94
5190,335,25.6,66510,51,115,91
5191,357,26.8,66511,53,113,87
5192,292,28.2,66512,63,125,82
5193,463,29.2,66513,70,126,80
5194,707,29.8,66514,78,135,78
5195,147,29.7,66515,74,129,79
5196,587,29.1,66516,67,135,81
5197,113,28.4,66517,53,135,83
5198,475,27.8,66518,42,151,85
5199,399,27.3,66519,30,153,87
5200,74,27,66520,25,158,88
5201,255,26.6,66521,19,140,91
5202,127,26.3,66522,22,129,93
5203,0,26,66523,25,113,95
5204,0,25.9,66524,36,119,96
5205,0,25.8,66525,44,122,97
5206,0,26,66526,53,135,95
5207,0,26.1,66527,54,130,95
5208,0,26.1,66528,56,128,94
5209,0,25.8,66529,53,113,94
5210,0,25.4,66530,54,112,94
5211,0,24.8,66531,52,106,95
5212,0,24,66532,53,113,98
5213,95,23.9,66533,56,108,98
5214,189,24.1,66534,56,108,97
5215,294,24.2,66535,61,113,97
5216,99,24.2,66536,57,116,95
5217,96,23.8,66537,58,115,96
5218,490,23.4,66538,53,113,96
5219,337,23.1,66539,56,113,98
5220,301,23.2,66540,52,121,98
5221,591,23.8,66541,53,135,96
5222,302,24.7,66542,42,149,94
5223,61,25.6,66543,34,152,92
5224,585,26,66544,19,135,91
5225,333,25.8,66545,14,97,91
5226,167,25.1,66546,3,47,94
5227,0,24.2,66547,0,0,97
5228,0,23.7,66548,0,0,98
5229,0,23.6,66549,0,0,98
5230,0,24,66550,0,0,97
5231,0,24.5,66551,20,42,97
5232,0,25,66552,35,84,95
5233,0,25,66553,53,113,97
5234,0,24.7,66554,56,123,98
5235,0,24.3,66555,59,120,98
5236,0,23.8,66556,0,0,96
5237,35,25.4,66557,0,0,92
5238,109,27.6,66558,0,0,85
5239,394,29.4,66559,0,0,81
5240,674,30.8,66560,0,0,75
5241,311,31.4,66561,0,0,73
5242,233,31.6,66562,0,0,70
5243,495,31.6,66563,0,0,69
5244,500,31.9,66564,0,0,67
5245,249,32.4,66565,0,0,65
5246,667,33,66566,0,0,64
5247,432,33.1,66567,0,0,64
5248,81,32.6,66568,0,0,68
5249,16,31.3,66569,0,0,74
5250,8,29.8,66570,0,0,82
5251,0,28.4,66571,0,0,90
5252,0,27.7,66572,0,0,93
5253,0,27.2,66573,0,0,95
5254,0,27,66574,0,0,94
5255,0,26.3,66575,0,0,94
5256,0,25.3,66576,0,0,95
5257,0,24,66577,0,0,97
5258,0,23.1,66578,0,0,98
5259,0,22.9,66579,0,0,95
5260,0,26,66580,0,0,96
5261,60,26.4,66581,2,20,98
5262,121,27.6,66582,3,21,95
5263,509,28.6,66583,0,0,91
5264,603,30.2,66584,0,0,85
5265,850,31.3,66585,0,0,78
5266,176,32.4,66586,0,0,71
5267,809,32.7,66587,4,82,66
5268,574,33.1,66588,12,192,62
5269,719,33,66589,17,293,62
5270,685,33.3,66590,21,350,63
5271,271,32.9,66591,19,347,67
5272,61,32.4,66592,17,293,71
5273,58,30.9,66593,13,215,76
5274,29,29.6,66594,14,148,79
5275,0,28.2,66595,17,113,81
5276,0,27.8,66596,24,107,81
5277,0,27.4,66597,28,115,83
5278,0,27.6,66598,28,113,84
5279,0,27.1,66599,20,87,89
5280,0,26.8,66600,10,44,95
5281,0,26,66601,0,0,96
5282,0,25.8,66602,0,0,96
5283,0,25.5,66603,0,0,96
5284,0,26.2,66604,0,0,94
5285,399,27.4,66605,0,0,88
5286,472,28,66606,0,0,84
5287,530,29.6,66607,0,0,77
5288,322,30.1,66608,8,74,74
5289,526,31.4,66609,13,120,71
5290,635,32,66610,17,158,72
5291,797,33.4,66611,13,120,71
5292,436,33.3,66612,8,74,73
5293,747,33,66613,0,0,75
5294,475,30.6,66614,0,0,81
5295,288,28.7,66615,0,0,85
5296,237,26.4,66616,0,0,93
5297,106,26.2,66617,0,3,94
5298,53,26.1,66618,2,20,97
5299,0,27.2,66619,0,0,95
5300,0,27.1,66620,1,5,99
5301,0,27.5,66621,0,0,97
5302,0,26.8,66622,0,0,97
5303,0,27.1,66623,0,0,93
5304,0,26.7,66624,1,5,90
5305,0,27,66625,0,0,88
5306,0,26.3,66626,2,20,91
5307,0,26.5,66627,0,3,91
5308,0,26.8,66628,0,0,95
5309,20,26.6,66629,6,46,98
5310,21,27,66630,14,83,95
5311,27,27.4,66631,25,135,93
5312,516,28.5,66632,33,155,85
5313,423,29.3,66633,40,180,80
5314,122,30.2,66634,42,180,75
5315,729,30.4,66635,40,193,74
5316,191,30.8,66636,33,176,72
5317,420,30.8,66637,25,158,73
5318,168,31.2,66638,14,100,71
5319,433,31.1,66639,6,54,73
5320,549,31,66640,0,0,73
5321,164,29.9,66641,0,0,78
5322,82,28.9,66642,0,0,83
5323,0,27.6,66643,0,0,91
5324,0,27.1,66644,0,0,93
5325,0,26.7,66645,1,10,95
5326,0,27,66646,0,0,93
5327,0,26.9,66647,1,8,94
5328,0,27.1,66648,0,0,93
5329,0,26.8,66649,0,0,95
5330,0,26.9,66650,0,0,95
5331,0,26.7,66651,0,0,96
5332,0,25.6,66652,0,0,95
5333,39,26.2,66653,0,0,93
5334,362,27.1,66654,0,0,89
5335,268,28.4,66655,0,0,86
5336,66,29,66656,0,0,84
5337,426,29.1,66657,0,0,83
5338,57,28.2,66658,0,0,86
5339,136,27,66659,0,0,89
5340,165,25.7,66660,0,0,94
5341,28,25,66661,0,0,97
5342,23,24.7,66662,0,0,98
5343,441,25.2,66663,0,0,96
5344,509,25.6,66664,0,0,95
5345,50,26,66665,0,0,95
5346,25,25.8,66666,0,0,95
5347,0,25.4,66667,0,0,97
5348,0,24.6,66668,0,0,95
5349,0,24.3,66669,0,0,95
5350,0,24.4,66670,0,0,95
5351,0,25.1,66671,0,0,98
5352,0,25.7,66672,0,0,95
5353,0,26.2,66673,0,0,94
5354,0,26,66674,0,0,95
5355,0,25.8,66675,0,0,95
5356,0,25.4,66676,0,0,95
5357,97,25.5,66677,0,0,96
5358,193,26.3,66678,0,0,97
5359,406,26.4,66679,0,0,94
5360,338,27.5,66680,0,0,87
5361,641,27.9,66681,0,0,85
5362,320,29,66682,0,0,83
5363,553,29.1,66683,0,0,84
5364,737,29.9,66684,0,0,84
5365,676,30.2,66685,0,0,84
5366,313,31.5,66686,0,0,78
5367,619,31.7,66687,0,0,76
5368,357,32,66688,0,0,74
5369,174,30.7,66689,0,0,78
5370,87,29.7,66690,0,0,83
5371,0,28.2,66691,0,0,91
5372,0,28,66692,0,0,94
5373,0,27.3,66693,0,0,97
5374,0,27.2,66694,0,0,95
5375,0,25.9,66695,0,0,97
5376,0,25.2,66696,0,0,97
5377,0,24,66697,0,0,95
5378,0,24.3,66698,0,0,98
5379,0,24.3,66699,0,0,95
5380,0,26.4,66700,0,0,97
5381,33,26.8,66701,0,0,97
5382,135,27.1,66702,0,0,97
5383,132,27.8,66703,0,0,95
5384,361,28.3,66704,8,63,93
5385,205,29.5,66705,13,103,89
5386,315,30.6,66706,17,135,84
5387,585,32,66707,13,103,79
5388,585,32.7,66708,8,63,77
5389,262,32.8,66709,0,0,78
5390,511,31.7,66710,0,0,82
5391,227,30.5,66711,0,0,87
5392,281,29,66712,0,0,93
5393,118,28.4,66713,0,3,95
5394,59,28,66714,2,17,97
5395,0,28.2,66715,0,0,95
5396,0,28,66716,1,5,95
5397,0,27.9,66717,0,0,95
5398,0,27.4,66718,0,0,95
5399,0,27.2,66719,0,0,95
5400,0,26.8,66720,1,5,96
5401,0,26.8,66721,0,0,95
5402,0,26.5,66722,2,17,95
5403,0,26.5,66723,0,3,96
5404,0,26.6,66724,0,0,98
5405,8,26.8,66725,0,0,98
5406,17,26.5,66726,0,0,98
5407,333,26,66727,0,0,96
5408,233,25.2,66728,0,0,98
5409,155,24.9,66729,0,0,97
5410,100,25.4,66730,0,0,92
5411,552,27.1,66731,0,0,88
5412,636,29.3,66732,0,0,81
5413,1010,31.6,66733,0,0,76
5414,921,33,66734,0,0,71
5415,719,33.3,66735,0,0,70
5416,155,32.4,66736,0,0,72
5417,30,31.1,66737,0,0,78
5418,15,29.6,66738,0,0,84
5419,0,28.6,66739,0,0,93
5420,0,28,66740,0,0,95
5421,0,27.9,66741,0,0,97
5422,0,27.8,66742,0,0,94
5423,0,27.8,66743,0,0,94
5424,0,27.3,66744,0,0,95
5425,0,27,66745,0,0,97
5426,0,26.6,66746,0,0,98
5427,0,26.6,66747,0,0,98
5428,0,27.2,66748,0,0,97
5429,53,28.3,66749,12,63,93
5430,167,28.2,66750,19,103,92
5431,317,28.4,66751,25,135,91
