hour_of_year,insolation,temperature,wind,rainfall
501,0,21.93,,
502,0,21.644,,
503,0,21.43,,
504,0,21.237,,
505,0,21.017,,
506,0,20.717,,
507,0,20.365,,
508,0,20.079,,
509,0,19.88,,
510,4,19.885,,
511,157,21.247,,
512,368,22.861,,
513,610,24.214,,
514,780,25.375,,
515,856,26.19,,
516,870,26.697,,
517,805,26.883,,
518,679,26.708,,
519,472,26.21,,
520,219,25.378,,
521,28,24.002,,
522,0,22.775,,
523,0,22.09,,
524,0,21.52,,
525,0,20.971,,
526,0,20.486,,
527,0,20.087,,
528,0,19.724,,
529,0,19.39,,
530,0,19.1,,
531,0,18.844,,
532,0,18.619,,
533,0,18.417,,
534,5,18.29,,
535,197,20.008,,
536,451,22.164,,
537,668,24.248,,
538,826,25.666,,
539,931,26.676,,
540,941,27.319,,
541,870,27.515,,
542,697,27.237,,
543,483,26.578,,
544,223,25.595,,
545,28,23.924,,
546,0,22.614,,
547,0,22.079,,
548,0,21.584,,
549,0,21.131,,
550,0,20.642,,
551,0,20.184,,
552,0,19.781,,
553,0,19.415,,
554,0,19.062,,
555,0,18.696,,
556,0,18.321,,
557,0,17.936,,
558,7,17.625,,
559,226,19.277,,
560,489,21.262,,
561,714,23.63,,
562,876,25.025,,
563,963,26.074,,
564,975,26.84,,
565,903,27.219,,
566,749,27.16,,
567,528,26.711,,
568,252,25.859,,
569,35,23.885,,
570,0,22.464,,
571,0,21.874,,
572,0,21.338,,
573,0,20.76,,
574,0,20.152,,
575,0,19.579,,
576,0,19.049,,
577,0,18.541,,
578,0,18.081,,
579,0,17.695,,
580,0,17.328,,
581,0,17.007,,
582,6,16.798,,
583,200,18.186,,
584,432,20.221,,
585,650,23.205,,
586,842,25.345,,
587,907,26.74,,
588,911,27.711,,
589,835,28.309,,
590,639,28.419,,
591,419,28.105,,
592,167,27.319,,
593,19,24.924,,
594,0,23.585,,
595,0,23.058,,
596,0,22.69,,
597,0,22.284,,
598,0,21.664,,
599,0,21.06,,
600,0,20.572,,
601,0,20.095,,
602,0,19.629,,
603,0,19.303,,
604,0,19.039,,
605,0,18.814,,
606,3,18.747,,
607,117,19.794,,
608,340,21.909,,
609,562,24.234,,
610,726,26.036,,
611,779,27.311,,
612,792,28.214,,
613,724,28.728,,
614,590,28.874,,
615,389,28.613,,
616,158,27.93,,
617,19,25.883,,
618,0,24.517,,
619,0,24.046,,
620,0,23.671,,
621,0,23.139,,
622,0,22.596,,
623,0,21.961,,
624,0,21.351,,
625,0,20.824,,
626,0,20.387,,
627,0,20.028,,
628,0,19.699,,
629,0,19.405,,
630,4,19.171,,
631,159,19.852,,
632,411,21.823,,
633,641,23.859,,
634,807,25.64,,
635,884,26.98,,
636,892,27.857,,
637,827,28.305,,
638,674,28.426,,
639,469,28.2,,
640,217,27.557,,
641,31,25.296,,
642,0,23.76,,
643,0,23.078,,
644,0,22.499,,
645,0,21.981,,
646,0,21.321,,
647,0,20.683,,
648,0,20.095,,
649,0,19.644,,
650,0,19.332,,
651,0,18.968,,
652,0,18.548,,
653,0,18.176,,
654,7,17.949,,
655,206,18.981,,
656,469,21.699,,
657,696,25.045,,
658,859,27.278,,
659,935,28.508,,
660,945,29.263,,
661,874,29.681,,
662,716,29.733,,
663,502,29.412,,
664,237,28.633,,
665,34,25.871,,
666,0,24.067,,
667,0,23.187,,
668,0,22.414,,
669,0,21.795,,
670,0,21.19,,
671,0,20.572,,
672,0,20.047,,
673,0,19.489,,
674,0,18.906,,
675,0,18.444,,
676,0,18.093,,
677,0,17.878,,
678,8,17.653,,
679,225,18.69,,
680,487,21.128,,
681,710,24.901,,
682,869,27.22,,
683,951,28.383,,
684,958,29.071,,
685,884,29.373,,
686,723,29.244,,
687,502,28.708,,
688,234,27.727,,
689,33,25.309,,
690,0,23.524,,
691,0,22.7,,
692,0,22.101,,
693,0,21.574,,
694,0,21.045,,
695,0,20.524,,
696,0,20.029,,
697,0,19.628,,
698,0,19.449,,
699,0,19.441,,
700,0,19.407,,
701,0,19.346,,
702,6,19.309,,
703,188,21.189,,
704,447,23.475,,
705,675,25.638,,
706,837,27.322,,
707,890,28.486,,
708,873,28.943,,
709,837,28.941,,
710,676,28.507,,
711,462,27.844,,
712,208,26.981,,
713,29,25.155,,
714,0,23.658,,
715,0,22.978,,
716,0,22.42,,
717,0,22.008,,
718,0,21.671,,
719,0,21.338,,
720,0,21.001,,
721,0,20.691,,
722,0,20.423,,
723,0,20.138,,
724,0,19.889,,
725,0,19.697,,
726,5,19.655,,
727,165,21.564,,
728,413,23.776,,
729,634,26.264,,
730,793,27.873,,
731,860,28.89,,
732,869,29.482,,
733,799,29.649,,
734,635,29.356,,
735,424,28.729,,
736,177,27.748,,
737,22,25.945,,
738,0,24.367,,
739,0,23.617,,
740,0,22.9,,
741,0,22.327,,
742,0,21.77,,
743,0,21.282,,
744,0,20.85,,
745,0,20.503,,
746,0,20.326,,
747,0,20.213,,
748,0,20.064,,
749,0,19.929,,
750,5,19.871,,
751,151,21.467,,
752,388,23.437,,
753,607,26.425,,
754,765,28.294,,
755,836,29.202,,
756,844,29.612,,
757,772,29.548,,
758,616,29.098,,
759,409,28.391,,
760,171,27.404,,
761,22,25.721,,
762,0,24.149,,
763,0,23.437,,
764,0,22.896,,
765,0,22.444,,
766,0,22.058,,
767,0,21.726,,
768,0,21.414,,
769,0,21.083,,
770,0,20.849,,
771,0,20.814,,
772,0,20.758,,
773,0,20.669,,
774,3,20.765,,
775,106,22.598,,
776,315,24.688,,
777,535,27.027,,
778,698,28.606,,
779,696,29.362,,
780,707,29.758,,
781,643,29.874,,
782,504,29.758,,
783,310,29.394,,
784,112,28.716,,
785,13,26.915,,
786,0,25.483,,
787,0,24.747,,
788,0,24.132,,
789,0,23.651,,
790,0,23.281,,
791,0,23.036,,
792,0,22.854,,
793,0,22.63,,
794,0,22.376,,
795,0,22.142,,
796,0,21.894,,
797,0,21.724,,
798,4,21.607,,
799,132,22.507,,
800,376,25.023,,
801,609,28.14,,
802,775,30.026,,
803,832,31.046,,
804,845,31.583,,
805,772,31.673,,
806,603,31.311,,
807,401,30.614,,
808,166,29.612,,
809,21,27.599,,
810,0,25.856,,
811,0,24.913,,
812,0,24.189,,
813,0,23.643,,
814,0,23.187,,
815,0,22.798,,
816,0,22.498,,
817,0,22.314,,
818,0,22.295,,
819,0,22.198,,
820,0,21.959,,
821,0,21.715,,
822,4,21.606,,
823,134,23.351,,
824,369,25.491,,
825,588,28.184,,
826,748,29.708,,
827,802,30.503,,
828,817,30.894,,
829,753,31.008,,
830,586,30.782,,
831,379,30.215,,
832,148,29.238,,
833,19,27.439,,
834,0,25.704,,
835,0,24.713,,
836,0,23.992,,
837,0,23.508,,
838,0,23.098,,
839,0,22.727,,
840,0,22.382,,
841,0,22.089,,
842,0,21.88,,
843,0,21.771,,
844,0,21.664,,
845,0,21.556,,
846,5,21.585,,
847,127,23.02,,
848,350,24.755,,
849,566,26.321,,
850,724,27.49,,
851,818,28.227,,
852,838,28.447,,
853,787,28.246,,
854,663,27.794,,
855,464,27.159,,
856,220,26.291,,
857,34,24.99,,
858,0,23.593,,
859,0,22.9,,
860,0,22.338,,
861,0,21.87,,
862,0,21.493,,
863,0,21.203,,
864,0,20.919,,
865,0,20.589,,
866,0,20.252,,
867,0,20.036,,
868,0,19.921,,
869,0,19.866,,
870,7,20.002,,
871,186,21.309,,
872,442,22.555,,
873,654,23.565,,
874,808,24.461,,
875,898,25.153,,
876,906,25.541,,
877,833,25.571,,
878,676,25.276,,
879,465,24.776,,
880,208,24.002,,
881,29,22.969,,
882,0,22.013,,
883,0,21.481,,
884,0,21.066,,
885,0,20.677,,
886,0,20.319,,
887,0,19.979,,
888,0,19.64,,
889,0,19.276,,
890,0,18.887,,
891,0,18.504,,
892,0,18.148,,
893,0,17.796,,
894,7,17.571,,
895,187,19.05,,
896,444,20.254,,
897,670,21.43,,
898,774,22.468,,
899,877,23.147,,
900,920,23.677,,
901,856,24.04,,
902,712,24.076,,
903,503,23.781,,
904,246,23.093,,
905,39,21.782,,
906,0,20.393,,
907,0,19.84,,
908,0,19.228,,
909,0,18.611,,
910,0,18.059,,
911,0,17.618,,
912,0,17.263,,
913,0,16.973,,
914,0,16.786,,
915,0,16.681,,
916,0,16.559,,
917,0,16.369,,
918,10,16.261,,
919,222,17.795,,
920,491,20.211,,
921,726,22.569,,
922,901,24.416,,
923,1026,25.889,,
924,1034,27.013,,
925,959,27.867,,
926,809,28.292,,
927,585,28.2,,
928,308,27.531,,
929,59,24.719,,
930,0,22.641,,
931,0,21.822,,
932,0,21.279,,
933,0,20.92,,
934,0,20.454,,
935,0,19.711,,
936,0,19.033,,
937,0,18.513,,
938,0,18.101,,
939,0,17.674,,
940,0,17.286,,
941,0,17.057,,
942,14,17.046,,
943,269,18.646,,
944,535,21.686,,
945,760,25.482,,
946,924,28.319,,
947,1000,29.563,,
948,1008,29.939,,
949,933,29.84,,
950,776,29.372,,
951,559,28.732,,
952,293,27.881,,
953,55,25.673,,
954,0,23.828,,
955,0,23.234,,
956,0,22.668,,
957,0,22.146,,
958,0,21.712,,
959,0,21.365,,
960,0,21.045,,
961,0,20.726,,
962,0,20.449,,
963,0,20.234,,
964,0,20.006,,
965,0,19.777,,
966,14,19.829,,
967,259,22.42,,
968,516,24.864,,
969,734,27.741,,
970,891,29.283,,
971,966,30.179,,
972,971,30.629,,
973,897,30.715,,
974,739,30.509,,
975,525,30.052,,
976,264,29.246,,
977,46,27.252,,
978,0,25.32,,
979,0,24.502,,
980,0,23.854,,
981,0,23.355,,
982,0,22.953,,
983,0,22.642,,
984,0,22.391,,
985,0,22.223,,
986,0,22.189,,
987,0,22.169,,
988,0,22.105,,
989,0,22.037,,
990,8,22.208,,
991,178,24.379,,
992,410,26.547,,
993,623,29.685,,
994,778,31.176,,
995,826,32.276,,
996,829,32.77,,
997,753,32.714,,
998,578,32.375,,
999,371,31.823,,
1000,133,30.9,,
1001,17,29.277,,
1002,0,27.635,,
1003,0,26.724,,
1004,0,25.955,,
1005,0,25.299,,
1006,0,24.738,,
1007,0,24.283,,
1008,0,23.984,,
1009,0,23.893,,
1010,0,23.87,,
1011,0,23.863,,
1012,0,23.777,,
1013,0,23.686,,
1014,5,23.78,,
1015,126,24.963,,
1016,353,27.008,,
1017,574,29.386,,
1018,739,30.52,,
1019,822,31.091,,
1020,835,31.389,,
1021,767,31.41,,
1022,594,31.053,,
1023,394,30.411,,
1024,167,29.396,,
1025,22,27.626,,
1026,0,25.822,,
1027,0,24.874,,
1028,0,24.328,,
1029,0,23.904,,
1030,0,23.531,,
1031,0,23.168,,
1032,0,22.879,,
1033,0,22.669,,
1034,0,22.461,,
1035,0,22.237,,
1036,0,22.047,,
1037,0,21.914,,
1038,6,21.982,,
1039,142,23.82,,
1040,376,25.998,,
1041,598,28.022,,
1042,765,29.403,,
1043,869,30.168,,
1044,884,30.378,,
1045,817,30.146,,
1046,667,29.696,,
1047,461,29.111,,
1048,216,28.315,,
1049,34,26.987,,
1050,0,25.452,,
1051,0,24.643,,
1052,0,24.033,,
1053,0,23.536,,
1054,0,23.12,,
1055,0,22.77,,
1056,0,22.462,,
1057,0,22.172,,
1058,0,21.928,,
1059,0,21.74,,
1060,0,21.609,,
1061,0,21.512,,
1062,8,21.548,,
1063,177,23.06,,
1064,424,24.844,,
1065,646,26.424,,
1066,809,27.643,,
1067,898,28.458,,
1068,910,28.833,,
1069,842,28.806,,
1070,702,28.528,,
1071,499,28.064,,
1072,248,27.318,,
1073,44,26.089,,
1074,0,24.522,,
1075,0,23.775,,
1076,0,23.152,,
1077,0,22.623,,
1078,0,22.124,,
1079,0,21.607,,
1080,0,21.095,,
1081,0,20.618,,
1082,0,20.22,,
1083,0,19.888,,
1084,0,19.598,,
1085,0,19.364,,
1086,13,19.375,,
1087,224,21.544,,
1088,475,23.863,,
1089,696,25.842,,
1090,861,27.19,,
1091,967,28.328,,
1092,979,29.192,,
1093,908,29.574,,
1094,757,29.512,,
1095,542,29.095,,
1096,277,28.265,,
1097,50,26.575,,
1098,0,24.802,,
1099,0,23.986,,
1100,0,23.225,,
1101,0,22.514,,
1102,0,21.912,,
1103,0,21.38,,
1104,0,20.91,,
1105,0,20.527,,
1106,0,20.215,,
1107,0,19.939,,
1108,0,19.754,,
1109,0,19.666,,
1110,12,19.691,,
1111,217,21.898,,
1112,473,24.398,,
1113,694,26.687,,
1114,855,28.033,,
1115,939,28.965,,
1116,949,29.517,,
1117,879,29.66,,
1118,730,29.461,,
1119,515,28.941,,
1120,254,28.052,,
1121,42,26.325,,
1122,0,24.404,,
1123,0,23.58,,
1124,0,22.904,,
1125,0,22.481,,
1126,0,22.214,,
1127,0,21.804,,
1128,0,21.288,,
1129,0,20.803,,
1130,0,20.44,,
1131,0,20.163,,
1132,0,19.935,,
1133,0,19.783,,
1134,11,19.899,,
1135,208,22.283,,
1136,462,24.855,,
1137,682,27.462,,
1138,842,29.122,,
1139,930,30.162,,
1140,939,30.633,,
1141,867,30.646,,
1142,720,30.3,,
1143,510,29.612,,
1144,256,28.551,,
1145,45,26.795,,
1146,0,24.826,,
1147,0,23.87,,
1148,0,23.2,,
1149,0,22.687,,
1150,0,22.263,,
1151,0,21.904,,
1152,0,21.541,,
1153,0,21.176,,
1154,0,20.982,,
1155,0,20.939,,
1156,0,20.848,,
1157,0,20.707,,
1158,12,20.783,,
1159,214,23.207,,
1160,464,25.459,,
1161,682,27.597,,
1162,840,29.422,,
1163,921,30.732,,
1164,931,31.355,,
1165,859,31.401,,
1166,701,31.022,,
1167,491,30.429,,
1168,238,29.5,,
1169,39,27.678,,
1170,0,25.537,,
1171,0,24.561,,
1172,0,23.951,,
1173,0,23.64,,
1174,0,23.227,,
1175,0,22.843,,
1176,0,22.615,,
1177,0,22.365,,
1178,0,22.012,,
1179,0,21.655,,
1180,0,21.344,,
1181,0,21.12,,
1182,11,21.163,,
1183,192,23.284,,
1184,439,25.529,,
1185,657,28.264,,
1186,817,30.195,,
1187,896,31.389,,
1188,905,31.876,,
1189,831,31.761,,
1190,656,31.116,,
1191,444,30.058,,
1192,199,28.586,,
1193,29,26.73,,
1194,0,25.191,,
1195,0,24.424,,
1196,0,23.953,,
1197,0,23.644,,
1198,0,23.382,,
1199,0,23.088,,
1200,0,22.756,,
1201,0,22.408,,
1202,0,22.098,,
1203,0,21.826,,
1204,0,21.583,,
1205,0,21.358,,
1206,7,21.357,,
1207,144,22.866,,
1208,376,24.51,,
1209,595,26.225,,
1210,759,28.022,,
1211,839,29.628,,
1212,850,30.31,,
1213,779,30.199,,
1214,607,29.712,,
1215,403,29.043,,
1216,173,28.064,,
1217,24,26.668,,
1218,0,25.391,,
1219,0,24.744,,
1220,0,24.232,,
1221,0,23.779,,
1222,0,23.393,,
1223,0,23.063,,
1224,0,22.734,,
1225,0,22.407,,
1226,0,22.099,,
1227,0,21.844,,
1228,0,21.655,,
1229,0,21.539,,
1230,7,21.71,,
1231,132,23.524,,
1232,323,25.553,,
1233,526,27.355,,
1234,713,29.099,,
1235,829,30.672,,
1236,852,31.649,,
1237,787,31.995,,
1238,641,31.764,,
1239,441,31.163,,
1240,202,30.203,,
1241,31,28.56,,
1242,0,26.762,,
1243,0,25.855,,
1244,0,25.365,,
1245,0,25.04,,
1246,0,24.762,,
1247,0,24.498,,
1248,0,24.266,,
1249,0,24.014,,
1250,0,23.793,,
1251,0,23.609,,
1252,0,23.396,,
1253,0,23.165,,
1254,11,23.191,,
1255,184,24.93,,
1256,425,27.239,,
1257,639,30.486,,
1258,797,32.306,,
1259,893,33.157,,
1260,900,33.541,,
1261,829,33.537,,
1262,679,33.173,,
1263,475,32.472,,
1264,231,31.354,,
1265,39,29.651,,
1266,0,27.748,,
1267,0,26.733,,
1268,0,25.997,,
1269,0,25.369,,
1270,0,24.837,,
1271,0,24.388,,
1272,0,24.012,,
1273,0,23.693,,
1274,0,23.477,,
1275,0,23.241,,
1276,0,23.057,,
1277,0,22.904,,
1278,11,22.791,,
1279,184,25.027,,
1280,432,27.357,,
1281,634,29.622,,
1282,789,31.425,,
1283,865,32.261,,
1284,773,32.456,,
1285,773,32.539,,
1286,651,32.367,,
1287,451,31.731,,
1288,184,30.494,,
1289,40,28.649,,
1290,0,26.469,,
1291,0,25.496,,
1292,0,24.83,,
1293,0,24.341,,
1294,0,23.901,,
1295,0,23.492,,
1296,0,23.138,,
1297,0,22.83,,
1298,0,22.565,,
1299,0,22.378,,
1300,0,22.176,,
1301,0,21.976,,
1302,14,22.051,,
1303,212,24.187,,
1304,463,26.334,,
1305,684,28.198,,
1306,848,29.62,,
1307,944,30.659,,
1308,954,31.307,,
1309,882,31.524,,
1310,730,31.31,,
1311,519,30.679,,
1312,259,29.645,,
1313,48,28.049,,
1314,0,26.156,,
1315,0,25.13,,
1316,0,24.482,,
1317,0,23.988,,
1318,0,23.486,,
1319,0,23.088,,
1320,0,22.741,,
1321,0,22.413,,
1322,0,22.211,,
1323,0,22.046,,
1324,0,21.76,,
1325,0,21.653,,
1326,7,21.832,,
1327,112,23.529,,
1328,307,25.147,,
1329,580,26.974,,
1330,769,28.301,,
1331,881,29.129,,
1332,906,29.581,,
1333,834,29.672,,
1334,686,29.454,,
1335,473,28.923,,
1336,222,28.135,,
1337,29,26.979,,
1338,0,25.444,,
1339,0,24.84,,
1340,0,24.331,,
1341,0,23.857,,
1342,0,23.468,,
1343,0,23.163,,
1344,0,22.867,,
1345,0,22.558,,
1346,0,22.195,,
1347,0,21.905,,
1348,0,21.71,,
1349,0,21.611,,
1350,12,21.756,,
1351,188,23.551,,
1352,436,25.175,,
1353,657,26.704,,
1354,821,27.759,,
1355,914,28.295,,
1356,922,28.479,,
1357,848,28.307,,
1358,700,27.889,,
