hour_of_year,insolation,temperature,rainfall
4531,0,27.022,3.1442
4532,0,26.87,3.389
4533,0,26.723,3.5987
4534,0,26.582,3.7146
4535,0,26.476,3.77
4536,0,26.395,3.5175
4537,0,26.346,3.2741
4538,0,26.327,2.7036
4539,0,26.315,2.2516
4540,4.6144,26.317,1.7791
4541,47.789,26.583,1.6276
4542,123.4629,27.12,1.6159
4543,207.769,27.801,1.8037
4544,282.1396,28.478,0.7532
4545,336.3599,29.042,0.808
4546,371.1013,29.42,0.8708
4547,387.1804,29.641,0.8439
4548,378.0976,29.727,0.8551
4549,337.3922,29.681,0.8619
4550,269.3047,29.407,0.8446
4551,178.4733,28.921,0.7991
4552,83.9968,28.303,0.7524
4553,14.6552,27.571,0.6725
4554,0,27.089,0.6176
4555,0,26.891,0.6208
4556,0,26.755,0.6088
4557,0,26.639,0.5823
4558,0,26.51,0.52
4559,0,26.395,0.4507
4560,0,26.283,0.3864
4561,0,26.211,0.3409
4562,0,26.142,0.3018
4563,0,26.068,0.274
4564,8.2706,26.066,0.2285
4565,81.283,26.703,0.2104
4566,202.953,27.635,0.1939
4567,331.6972,28.655,0.1608
4568,462.5331,29.571,0.1882
4569,566.2894,30.288,0.1417
4570,629.1887,30.782,0.1206
4571,648.034,31.086,0.1296
4572,627.8684,31.223,0.1299
4573,552.2847,31.149,0.1223
4574,444.0067,30.892,0.0968
4575,292.01,30.371,0.0628
4576,141.5645,29.533,0.0375
4577,27.2103,28.339,0.0347
4578,0,27.497,0.028
4579,0,27.178,0.0243
4580,0,26.894,0.0257
4581,0,26.638,0.0274
4582,0,26.411,0.0276
4583,0,26.199,0.0345
4584,0,25.989,0.0393
4585,0,25.795,0.0434
4586,0,25.637,0.0491
4587,0,25.515,0.0641
4588,12.84,25.591,0.0797
4589,129.0348,26.718,0.1346
4590,314.2587,28.025,0.2582
4591,512.243,29.259,0.3114
4592,682.7873,30.334,0.1631
4593,804.4818,31.205,0.1584
4594,856.2632,31.838,0.1772
4595,841.5951,32.221,0.1703
4596,784.6802,32.387,0.1721
4597,679.99,32.355,0.1431
4598,532.6824,32.101,0.0964
4599,343.6068,31.585,0.0587
4600,164.9034,30.721,0.0383
4601,29.3527,29.343,0.0372
4602,0,28.238,0.0348
4603,0,27.79,0.0333
4604,0,27.431,0.0342
4605,0,27.104,0.0309
4606,0,26.809,0.0379
4607,0,26.564,0.0399
4608,0,26.374,0.0426
4609,0,26.216,0.0364
4610,0,26.086,0.0351
4611,0,25.976,0.0386
4612,10.5457,25.996,0.0455
4613,117.8047,26.943,0.0693
4614,293.1518,28.319,0.1236
4615,475.2187,29.895,0.188
4616,621.9927,31.089,1.2518
4617,720.0811,31.836,1.0693
4618,766.2208,32.352,1.1384
4619,758.2471,32.684,1.2328
4620,705.223,32.847,1.1962
4621,614.2295,32.848,1.1098
4622,468.0385,32.611,1.0112
4623,301.3792,32.175,0.5693
4624,145.1083,31.451,0.4043
4625,24.8093,30.231,0.3776
4626,0,29.282,0.3953
4627,0,28.9,0.4074
4628,0,28.566,0.4286
4629,0,28.275,0.4379
4630,0,28.004,0.4945
4631,0,27.755,0.5213
4632,0,27.531,0.5686
4633,0,27.349,0.6123
4634,0,27.208,0.6917
4635,0,27.067,0.8724
4636,7.7962,27.058,0.7175
4637,77.8293,27.96,0.6943
4638,185.6123,28.977,0.813
4639,289.4385,30.199,0.9373
4640,382.8363,31.193,0.4265
4641,459.2535,31.847,0.4231
4642,489.9883,32.239,0.4331
4643,480.2905,32.41,0.4742
4644,435.3255,32.405,0.4616
4645,358.9997,32.251,0.4235
4646,264.3276,31.947,0.3803
4647,173.7817,31.584,0.3279
4648,78.7182,30.967,0.3352
4649,14.3796,30.024,0.3047
4650,0,29.417,0.3407
4651,0,29.095,0.4891
4652,0,28.77,0.7466
4653,0,28.471,0.9283
4654,0,28.215,0.9492
4655,0,27.99,0.9996
4656,0,27.788,1.0626
4657,0,27.591,1.0719
4658,0,27.451,1.0081
4659,0,27.37,0.9085
4660,3.4521,27.36,0.891
4661,35.5352,27.794,0.8606
4662,90.7713,28.27,0.8742
4663,162.4655,28.903,1.0105
4664,224.0788,29.628,0.8582
4665,262.6198,30.144,0.9624
4666,285.2676,30.453,1.0908
4667,301.2795,30.638,1.039
4668,279.7523,30.624,0.955
4669,233.2453,30.444,0.8897
4670,172.2814,30.143,0.8384
4671,111.2563,29.759,0.788
4672,53.6171,29.231,0.8061
4673,9.6914,28.517,0.8931
4674,0,28.096,0.8931
4675,0,27.914,0.9375
4676,0,27.75,0.977
4677,0,27.595,1.0354
4678,0,27.432,1.0488
4679,0,27.26,1.0805
4680,0,27.064,1.1112
4681,0,26.879,1.0845
4682,0,26.66,0.9803
4683,0,26.42,0.9015
4684,4.3649,26.286,0.8071
4685,46.4437,26.769,0.7588
4686,113.8196,27.196,0.754
4687,191.855,27.69,0.6845
4688,276.5049,28.206,0.345
4689,368.4727,28.777,0.3616
4690,443.2433,29.265,0.3795
4691,475.3332,29.642,0.3172
4692,463.778,29.864,0.3122
4693,412.4451,29.919,0.3045
4694,320.8386,29.783,0.2827
4695,198.3938,29.405,0.2538
4696,93.8081,28.825,0.2224
4697,16.5801,27.899,0.1918
4698,0,27.147,0.1697
4699,0,26.864,0.1881
4700,0,26.652,0.2468
4701,0,26.437,0.2984
4702,0,26.21,0.324
4703,0,26.023,0.3445
4704,0,25.893,0.351
4705,0,25.806,0.3318
4706,0,25.731,0.2779
4707,0,25.65,0.2284
4708,6.4086,25.611,0.1973
4709,66.6553,26.282,0.1943
4710,173.3477,27.14,0.2125
4711,296.4426,28.044,0.221
4712,402.543,28.825,0.9171
4713,493.3749,29.503,0.9145
4714,534.1726,29.963,0.9342
4715,534.7253,30.21,1.0791
4716,502.6269,30.298,1.1033
4717,436.3486,30.235,0.9952
4718,341.6829,30.002,0.9214
4719,223.4926,29.598,0.7879
4720,109.7608,29.007,0.6044
4721,20.757,28.026,0.4697
4722,0,27.326,0.3566
4723,0,27.068,0.2901
4724,0,26.814,0.2966
4725,0,26.558,0.4186
4726,0,26.343,0.5796
4727,0,26.132,0.744
4728,0,25.987,0.8474
4729,0,25.863,0.8746
4730,0,25.612,0.9309
4731,0,25.431,0.9068
4732,8.5709,25.396,0.8241
4733,86.519,26.187,0.751
4734,210.1757,27.195,0.767
4735,335.9921,28.169,0.8094
4736,441.6209,28.982,0.7607
4737,526.3572,29.701,0.7197
4738,584.16,30.263,0.7189
4739,597.2284,30.638,0.7147
4740,571.2528,30.842,0.6704
4741,504.5084,30.854,0.6192
4742,404.3704,30.652,0.4637
4743,276.2456,30.217,0.3698
4744,141.0835,29.491,0.4382
4745,25.7574,28.23,0.2413
4746,0,27.288,0.2079
4747,0,26.904,0.2115
4748,0,26.587,0.221
4749,0,26.304,0.288
4750,0,26.06,0.3322
4751,0,25.865,0.4013
4752,0,25.726,0.4021
4753,0,25.625,0.447
4754,0,25.516,0.4071
4755,0,25.448,0.3521
4756,6.9451,25.463,0.2968
4757,73.4365,26.04,0.2703
4758,176.4358,26.842,0.2902
4759,283.4411,27.693,0.3438
4760,380.3684,28.478,1.0816
4761,455.7021,29.145,1.1134
4762,489.5116,29.615,1.303
4763,483.0337,29.86,1.5712
4764,440.9124,29.884,1.7506
4765,369.4471,29.693,1.6442
4766,273.7174,29.338,1.3698
4767,175.5223,28.878,0.8849
4768,82.3647,28.293,0.686
4769,14.8257,27.542,0.6182
4770,0,27.031,0.5919
4771,0,26.786,0.5456
4772,0,26.583,0.6547
4773,0,26.409,0.9501
4774,0,26.271,1.4342
4775,0,26.136,1.7751
4776,0,26.013,2.0282
4777,0,25.898,2.0478
4778,0,25.761,1.6425
4779,0,25.621,1.303
4780,5.4023,25.545,0.8869
4781,71.2876,26.048,0.8081
4782,196.9371,26.798,1.1453
4783,340.7785,27.679,0.9633
4784,483.1202,28.477,0.3226
4785,590.6481,29.166,0.3918
4786,645.3798,29.645,0.488
4787,651.9486,29.938,0.5222
4788,600.8358,30.039,0.6138
4789,495.079,29.885,0.6471
4790,369.5066,29.494,0.4974
4791,233.9664,28.913,0.2818
4792,116.1746,28.2,0.1534
4793,20.8302,27.229,0.1182
4794,0,26.572,0.1277
4795,0,26.322,0.1437
4796,0,26.13,0.1768
4797,0,25.969,0.2139
4798,0,25.825,0.2183
4799,0,25.69,0.2132
4800,0,25.585,0.2035
4801,0,25.484,0.175
4802,0,25.381,0.1819
4803,0,25.262,0.2043
4804,8.2816,25.25,0.2401
4805,100.3837,26.197,0.3591
4806,249.4263,27.252,0.4184
4807,406.2048,28.29,0.3553
4808,546.5246,29.115,0.4087
4809,653.024,29.82,0.3941
4810,675.813,30.309,0.4627
4811,630.6483,30.524,0.6364
4812,554.112,30.496,0.6268
4813,462.9661,30.304,0.5296
4814,342.3088,29.938,0.3686
4815,214.5545,29.408,0.2355
4816,98.032,28.685,0.1992
4817,16.2487,27.748,0.1985
4818,0,27.159,0.1959
4819,0,26.929,0.2028
4820,0,26.753,0.2324
4821,0,26.603,0.2974
4822,0,26.454,0.4134
4823,0,26.293,0.5903
4824,0,26.143,0.808
4825,0,26.042,0.9048
4826,0,25.956,0.9459
4827,0,25.851,0.9735
4828,5.8531,25.8,0.9065
4829,74.8769,26.378,0.8924
4830,196.4,27.197,1.0311
4831,339.345,28.062,0.9579
4832,484.8764,28.855,0.3853
4833,593.2421,29.55,0.4533
4834,654.6768,30.054,0.5242
4835,677.3357,30.395,0.4866
4836,647.5464,30.563,0.5257
4837,568.2247,30.524,0.5407
4838,435.8238,30.222,0.5274
4839,269.7727,29.614,0.5165
4840,128.447,28.81,0.5325
4841,21.5648,27.742,0.5121
4842,0,27.051,0.5108
4843,0,26.774,0.5169
4844,0,26.56,0.5256
4845,0,26.394,0.5465
4846,0,26.262,0.55
4847,0,26.14,0.5717
4848,0,26.02,0.5857
4849,0,25.893,0.6037
4850,0,25.792,0.5833
4851,0,25.748,0.5449
4852,6.146,25.816,0.5108
4853,69.9142,26.499,0.5039
4854,174.3284,27.247,0.5085
4855,272.6192,28.061,0.4438
4856,355.6097,28.77,0.4031
4857,428.766,29.37,0.3878
4858,467.1101,29.8,0.3567
4859,466.4159,30.025,0.3466
4860,420.467,30.03,0.3028
4861,343.6052,29.843,0.2547
4862,256.2133,29.509,0.2151
4863,156.6467,28.992,0.1863
4864,69.9728,28.334,0.1785
4865,11.1581,27.58,0.181
4866,0,27.155,0.1774
4867,0,26.977,0.1855
4868,0,26.83,0.1875
4869,0,26.677,0.228
4870,0,26.534,0.2866
4871,0,26.391,0.3349
4872,0,26.26,0.3768
4873,0,26.142,0.4119
4874,0,26.046,0.4226
4875,0,25.961,0.4225
4876,3.5797,25.924,0.4336
4877,44.387,26.366,0.4595
4878,116.3052,26.92,0.5008
4879,193.0343,27.557,0.5352
4880,263.3268,28.12,1.0029
4881,329.0973,28.582,1.0538
4882,379.6932,28.962,1.0158
4883,406.2659,29.239,0.878
4884,393.1596,29.374,0.7991
4885,344.0918,29.354,0.7417
4886,263.2257,29.117,0.6818
4887,171.1121,28.697,0.6532
4888,79.071,28.062,0.6395
4889,12.7897,27.184,0.5981
4890,0,26.649,0.5761
4891,0,26.444,0.5703
4892,0,26.291,0.6747
4893,0,26.155,0.8648
4894,0,26.017,1.1178
4895,0,25.893,1.3339
4896,0,25.796,1.4608
4897,0,25.707,1.4912
4898,0,25.631,1.3941
4899,0,25.585,1.2327
4900,4.0781,25.56,1.0471
4901,50.9029,26.138,0.7678
4902,132.1496,26.974,0.6881
4903,229.0289,27.772,0.652
4904,330.1911,28.415,0.5706
4905,422.9715,29.019,0.6253
4906,476.5215,29.518,0.6848
4907,480.6911,29.853,0.6997
4908,448.056,30.015,0.7644
4909,376.6569,29.979,0.7994
4910,285.1778,29.81,0.7603
4911,177.9423,29.458,0.7226
4912,84.8494,28.947,0.703
4913,13.7289,28.079,0.6132
4914,0,27.452,0.5153
4915,0,27.194,0.4242
4916,0,26.963,0.4081
4917,0,26.747,0.4392
4918,0,26.523,0.4799
4919,0,26.273,0.506
4920,0,26.005,0.5535
4921,0,25.779,0.5526
4922,0,25.584,0.547
4923,0,25.421,0.5402
4924,7.1224,25.361,0.5349
4925,85.3758,25.977,0.5636
4926,204.8682,27.054,0.7208
4927,329.1357,28.095,1.0154
4928,444.0553,28.899,2.0031
4929,528.104,29.519,2.3588
4930,559.4155,29.969,2.5814
4931,554.9202,30.272,2.2088
4932,496.4108,30.382,1.741
4933,406.8059,30.28,1.3146
4934,306.179,29.993,1.0839
4935,204.9619,29.572,0.8868
4936,98.5002,28.973,0.804
4937,15.8329,28.029,0.7393
4938,0,27.363,0.6651
4939,0,27.093,0.6119
4940,0,26.886,0.5959
4941,0,26.728,0.5501
4942,0,26.574,0.5168
4943,0,26.409,0.628
4944,0,26.225,0.7602
4945,0,26.011,0.9564
4946,0,25.802,1.2247
4947,0,25.689,1.5751
4948,4.8819,25.572,2.0511
4949,66.1052,26.009,2.4169
4950,157.2203,26.657,2.9436
4951,246.897,27.38,3.967
4952,341.951,28.08,0.8701
4953,434.0567,28.728,1.1553
4954,473.4889,29.25,1.344
4955,471.8363,29.609,1.3827
4956,439.5138,29.785,1.4833
4957,376.6126,29.798,1.6102
4958,288.1049,29.63,1.709
4959,181.4026,29.233,1.7626
4960,79.434,28.656,1.6273
4961,11.7431,27.726,1.3974
4962,0,27.174,1.2159
4963,0,26.851,1.1064
4964,0,26.555,1.0403
4965,0,26.276,0.9814
4966,0,26.037,0.9287
4967,0,25.871,0.8556
4968,0,25.734,0.7312
4969,0,25.619,0.6092
4970,0,25.434,0.5127
4971,0,25.237,0.51
4972,5.6794,25.134,0.5057
4973,74.7078,25.652,0.4736
4974,182.6105,26.612,0.4253
4975,286.4345,27.526,0.366
4976,367.7734,28.341,0.1808
4977,419.2291,28.949,0.1921
4978,435.1196,29.357,0.2214
4979,415.7534,29.573,0.2468
4980,379.2078,29.664,0.2631
4981,322.1839,29.639,0.2616
4982,248.1738,29.509,0.2571
4983,163.4499,29.246,0.2375
4984,78.6886,28.692,0.2175
4985,12.3762,27.72,0.1868
4986,0,27.164,0.166
4987,0,26.972,0.1567
4988,0,26.794,0.1587
4989,0,26.604,0.1838
4990,0,26.405,0.2374
4991,0,26.259,0.332
4992,0,26.133,0.4036
4993,0,26.004,0.4012
4994,0,25.856,0.3497
4995,0,25.699,0.2833
4996,4.7007,25.581,0.2204
4997,68.047,26.063,0.1723
4998,187.2424,27.009,0.1498
4999,312.9953,28.175,0.1492
5000,416.4774,29.192,0.2788
5001,473.5591,29.944,0.2436
5002,471.6685,30.423,0.2427
5003,424.8557,30.647,0.2289
5004,356.1209,30.659,0.2346
5005,280.1765,30.502,0.2575
5006,200.0066,30.202,0.2503
5007,119.2149,29.773,0.2155
5008,55.291,29.195,0.2041
5009,8.325,28.476,0.1644
5010,0,28.029,0.1179
5011,0,27.714,0.1053
5012,0,27.434,0.1261
5013,0,27.195,0.1532
5014,0,26.969,0.1437
5015,0,26.749,0.1365
5016,0,26.537,0.141
5017,0,26.388,0.1632
5018,0,26.188,0.1532
5019,0,25.996,0.1315
5020,5.3871,25.874,0.1195
5021,67.6411,26.263,0.2062
5022,153.8862,26.885,0.295
5023,249.184,27.753,0.4389
5024,337.1958,28.576,0.6952
5025,410.9392,29.351,0.6056
5026,475.1726,30.124,0.56
5027,495.2561,30.702,0.5741
5028,451.32,30.944,0.5732
5029,385.1531,30.957,0.5661
5030,291.5969,30.759,0.5133
5031,182.6251,30.36,0.4807
5032,85.3069,29.725,0.4823
5033,11.3486,28.835,0.5089
5034,0,28.325,0.6073
5035,0,28.006,0.6624
5036,0,27.716,0.7181
5037,0,27.456,0.7649
5038,0,27.215,0.8341
5039,0,27.018,0.9901
5040,0,26.817,1.1563
5041,0,26.642,1.2933
5042,0,26.462,1.3462
5043,0,26.309,1.3129
5044,2.5562,26.166,1.1984
5045,39.3829,26.284,1.0577
5046,106.7217,26.778,0.9978
5047,181.01,27.468,1.0266
5048,244.9716,28.16,0.7397
5049,291.2051,28.669,0.7442
5050,313.4729,28.915,0.7862
5051,310.9656,28.973,0.8676
5052,284.0267,28.86,0.9916
5053,240.5434,28.648,1.1432
5054,183.7163,28.341,1.2838
5055,115.2177,27.907,1.5389
5056,55.4002,27.353,1.8943
5057,8.7031,26.753,2.3462
5058,0,26.385,2.7786
5059,0,26.141,3.1021
5060,0,25.938,3.0821
5061,0,25.772,2.8859
5062,0,25.634,2.6709
5063,0,25.499,2.338
5064,0,25.349,2.035
5065,0,25.173,1.8537
5066,0,24.965,1.7215
5067,0,24.798,1.5647
5068,2.2181,24.681,1.4138
5069,35.4042,24.816,1.2584
5070,106.4485,25.284,1.2225
5071,207.9087,26.004,1.2958
5072,307.4542,26.766,1.3894
5073,389.4351,27.35,1.4649
5074,429.7826,27.73,1.4974
5075,454.2144,28.049,1.5924
5076,424.5029,28.234,1.6673
5077,351.2432,28.226,1.7136
5078,256.5258,28.004,1.7669
5079,155.7101,27.607,1.7641
5080,68.0161,27.101,1.7207
5081,9.4059,26.556,1.6345
5082,0,26.213,1.5402
5083,0,26.005,1.3754
5084,0,25.827,1.3182
5085,0,25.657,1.2952
5086,0,25.503,1.3386
5087,0,25.38,1.3805
5088,0,25.266,1.3336
5089,0,25.151,1.2167
5090,0,25.033,1.0647
5091,0,24.92,0.8286
5092,5.0083,24.84,0.6337
5093,79.8386,25.265,0.4713
5094,221.2081,26.161,0.4494
5095,394.5344,27.236,0.4721
5096,554.8563,28.237,0.5389
5097,673.5997,29.02,0.5056
5098,734.165,29.58,0.4838
5099,730.8142,29.93,0.4494
5100,674.7721,30.073,0.4141
5101,561.598,29.969,0.4188
5102,390.2479,29.568,0.3846
5103,239.6941,29.002,0.3642
5104,103.8976,28.254,0.3637
5105,13.9241,27.318,0.3269
5106,0,26.764,0.2597
5107,0,26.485,0.2239
5108,0,26.276,0.2026
5109,0,26.097,0.2143
5110,0,25.935,0.2268
5111,0,25.772,0.2493
5112,0,25.627,0.2518
5113,0,25.483,0.27
5114,0,25.356,0.308
5115,0,25.258,0.3319
5116,5.5764,25.218,0.3054
5117,84.7402,25.79,0.3017
5118,220.7024,26.727,0.3365
5119,368.169,27.696,0.274
5120,529.1807,28.526,0.1572
5121,701.9992,29.318,0.187
5122,796.3398,29.874,0.2011
5123,822.972,30.207,0.2693
5124,769.2539,30.305,0.2383
5125,660.0232,30.172,0.2224
5126,517.3872,29.855,0.1932
5127,323.8366,29.252,0.1758
5128,154.1355,28.421,0.1486
5129,21.1231,27.161,0.1176
5130,0,26.406,0.1012
5131,0,26.085,0.085
5132,0,25.835,0.0834
5133,0,25.621,0.0823
5134,0,25.427,0.0862
5135,0,25.249,0.1
5136,0,25.086,0.1046
5137,0,24.94,0.1111
5138,0,24.823,0.1012
5139,0,24.724,0.0971
5140,6.2702,24.696,0.0979
5141,111.7619,25.631,0.108
5142,296.5999,26.764,0.1153
5143,497.1602,27.976,0.1105
5144,675.1373,29.074,0.0831
5145,788.0085,29.888,0.1165
5146,830.1483,30.418,0.1168
5147,793.6029,30.713,0.0219
5148,728.0232,30.859,0.0257
5149,626.9409,30.851,0.0237
5150,491.1086,30.644,0.0188
5151,312.7265,30.152,0.0154
5152,140.9326,29.276,0.0111
5153,19.1343,27.891,0.0152
5154,0,27.058,0.019
5155,0,26.679,0.0204
5156,0,26.354,0.0238
5157,0,26.083,0.0288
5158,0,25.856,0.0393
5159,0,25.677,0.0403
5160,0,25.509,0.0449
5161,0,25.336,0.0448
5162,0,25.187,0.0446
5163,0,25.082,0.0415
5164,5.4212,25.045,0.0371
5165,93.2689,25.997,0.0413
5166,261.7773,27.168,0.0564
5167,449.1291,28.534,0.0506
5168,632.6386,29.678,0.2952
5169,760.0006,30.478,0.3156
5170,821.6597,31.047,0.3343
5171,805.9109,31.401,0.3905
5172,763.8056,31.635,0.3957
5173,668.2228,31.696,0.386
5174,524.0036,31.524,0.3575
5175,328.8353,31.042,0.3317
5176,142.2861,30.188,0.2846
5177,17.676,28.737,0.2298
5178,0,27.775,0.2073
5179,0,27.297,0.1941
5180,0,26.905,0.2241
5181,0,26.555,0.2568
5182,0,26.22,0.2747
5183,0,25.944,0.3048
5184,0,25.707,0.3203
5185,0,25.492,0.2949
5186,0,25.314,0.2563
5187,0,25.166,0.2121
5188,4.2453,25.092,0.187
5189,81.9599,25.794,0.1914
5190,247.6742,26.86,0.2364
5191,438.1352,28.615,0.2754
5192,596.282,29.984,0.2718
5193,694.3646,30.837,0.2505
5194,707.9905,31.304,0.2644
5195,653.3082,31.464,0.1619
5196,550.226,31.383,0.1698
5197,446.037,31.131,0.1693
5198,323.1058,30.761,0.1422
5199,236.0492,30.443,0.1158
5200,107.2193,29.692,0.0871
5201,14.5637,28.439,0.051
5202,0,27.628,0.0474
5203,0,27.251,0.041
5204,0,26.93,0.0435
5205,0,26.639,0.0439
5206,0,26.37,0.0444
5207,0,26.122,0.0444
5208,0,25.885,0.0485
5209,0,25.679,0.0545
5210,0,25.523,0.056
5211,0,25.409,0.0607
5212,2.9762,25.338,0.069
5213,59.5555,26.038,0.0761
5214,170.6316,26.892,0.0828
5215,302.6419,28.342,0.0849
5216,431.9014,29.527,0.0957
5217,530.4804,30.258,0.0938
5218,590.1562,30.753,0.0883
5219,584.3818,31.02,0.1167
5220,535.8429,31.091,0.1074
5221,445.6505,30.958,0.0907
5222,316.8093,30.641,0.0741
5223,191.2611,30.228,0.0596
5224,81.2751,29.535,0.0433
5225,10.7115,28.42,0.0317
5226,0,27.717,0.0243
5227,0,27.354,0.022
5228,0,26.991,0.0223
5229,0,26.622,0.0303
5230,0,26.314,0.0496
5231,0,26.046,0.094
5232,0,25.801,0.1387
5233,0,25.583,0.1504
5234,0,25.398,0.1408
5235,0,25.25,0.1268
5236,4.0905,25.183,0.1042
5237,83.2143,26.119,0.0803
5238,232.8486,27.458,0.058
5239,392.8169,28.964,0.0416
5240,524.4454,29.989,0.04
5241,614.9266,30.63,0.039
5242,652.1611,31.04,0.0441
5243,636.8769,31.251,0.059
5244,589.3278,31.308,0.0607
5245,493.563,31.176,0.0718
5246,362.2119,30.86,0.0738
5247,236.3566,30.43,0.0713
5248,108.6205,29.756,0.0633
5249,14.2218,28.514,0.0413
5250,0,27.707,0.0421
5251,0,27.302,0.0461
5252,0,26.964,0.0633
5253,0,26.655,0.1217
5254,0,26.361,0.2314
5255,0,26.086,0.2868
5256,0,25.866,0.255
5257,0,25.707,0.2069
5258,0,25.58,0.1543
5259,0,25.487,0.1195
5260,3.703,25.409,0.0878
5261,85.9764,26.138,0.0751
5262,242.0943,27.559,0.0966
5263,418.8947,28.882,0.1258
5264,562.4836,29.761,0.0903
5265,667.8732,30.421,0.0951
5266,712.9994,30.903,0.1019
5267,691.9772,31.174,0.0734
5268,635.0026,31.267,0.0688
5269,538.5628,31.18,0.0599
5270,409.7803,30.963,0.0474
5271,257.9467,30.57,0.0363
5272,113.0541,29.844,0.0284
5273,13.9442,28.523,0.0281
5274,0,27.744,0.0214
5275,0,27.393,0.0179
5276,0,27.101,0.0243
5277,0,26.853,0.0368
5278,0,26.597,0.0402
5279,0,26.336,0.03
5280,0,26.088,0.0244
5281,0,25.915,0.0249
5282,0,25.803,0.0322
5283,0,25.666,0.0339
5284,4.7559,25.507,0.0283
5285,99.6742,26.627,0.0243
5286,251.9934,27.958,0.0338
5287,400.6317,29.064,0.036
5288,553.2108,29.977,0.1033
5289,676.1148,30.709,0.1244
5290,741.5845,31.223,0.1455
5291,718.3142,31.436,0.2376
5292,632.3822,31.339,0.2976
5293,493.8636,30.969,0.315
5294,344.1896,30.509,0.2751
5295,199.6932,29.95,0.2146
5296,79.6867,29.184,0.1927
5297,9.0734,28.2,0.195
5298,0,27.682,0.2259
5299,0,27.434,0.2345
5300,0,27.217,0.256
5301,0,27.012,0.2726
5302,0,26.832,0.2729
5303,0,26.684,0.2765
5304,0,26.611,0.2949
5305,0,26.556,0.3193
5306,0,26.406,0.3621
5307,0,26.272,0.3854
5308,3.4072,26.185,0.3724
5309,70.2858,26.973,0.3324
5310,194.1305,28.145,0.3071
5311,332.3467,29.184,0.2329
5312,452.9846,29.949,0.2222
5313,548.6621,30.533,0.2048
5314,599.7128,30.94,0.2069
5315,598.8705,31.136,0.307
5316,556.3621,31.146,0.3335
5317,478.2487,30.995,0.3546
5318,366.5958,30.687,0.3081
5319,238.545,30.183,0.3028
5320,105.6157,29.388,0.2794
5321,12.397,28.194,0.2544
5322,0,27.54,0.2329
5323,0,27.238,0.2053
5324,0,27.016,0.1777
5325,0,26.819,0.1831
5326,0,26.638,0.2275
5327,0,26.437,0.2928
5328,0,26.283,0.326
5329,0,26.156,0.3196
5330,0,26.064,0.2967
5331,0,26.031,0.2683
5332,2.6337,26.007,0.2193
5333,61.0758,26.715,0.2272
5334,163.3222,27.679,0.381
5335,249.8472,28.547,0.4111
5336,330.2709,29.162,0.3201
5337,410.9425,29.666,0.3713
5338,480.2219,30.112,0.4244
5339,510.7437,30.453,0.2308
5340,488.2223,30.581,0.2465
5341,421.8115,30.492,0.2333
5342,323.2177,30.216,0.2046
5343,210.3915,29.785,0.1918
5344,94.5013,29.101,0.1828
5345,10.7718,28.07,0.1646
5346,0,27.564,0.1544
5347,0,27.381,0.1386
5348,0,27.201,0.1369
5349,0,26.97,0.1454
5350,0,26.771,0.1523
5351,0,26.595,0.1536
5352,0,26.428,0.1621
5353,0,26.284,0.1552
5354,0,26.136,0.1374
5355,0,26.012,0.1248
5356,3.4694,25.936,0.1064
5357,80.1449,26.752,0.0964
5358,214.1434,27.827,0.1198
5359,351.129,28.698,0.1024
5360,487.1607,29.488,0.1047
5361,602.9229,30.152,0.1394
5362,650.3848,30.594,0.1558
5363,651.8753,30.864,0.1576
5364,607.7378,30.981,0.1539
5365,507.107,30.869,0.1388
5366,377.5735,30.544,0.1135
5367,232.7779,30.001,0.0946
5368,103.5155,29.218,0.0683
5369,11.404,28.064,0.0496
5370,0,27.472,0.041
5371,0,27.2,0.0412
5372,0,26.963,0.0446
5373,0,26.757,0.059
5374,0,26.579,0.0774
5375,0,26.41,0.0986
5376,0,26.257,0.1127
5377,0,26.145,0.1243
5378,0,26.079,0.1361
5379,0,26.007,0.1498
5380,2.5567,25.928,0.1606
5381,74.0311,26.761,0.1834
5382,219.6292,27.831,0.2028
5383,382.4504,28.985,0.215
5384,537.9529,29.959,0.1454
5385,647.9044,30.705,0.147
5386,708.5573,31.241,0.1459
5387,715.1695,31.562,0.1408
5388,678.3098,31.724,0.1355
5389,583.8736,31.653,0.1242
5390,457.7858,31.358,0.114
5391,292.4297,30.778,0.096
5392,124.1986,29.818,0.0915
5393,11.855,28.547,0.0808
5394,0,27.954,0.0754
5395,0,27.665,0.0707
5396,0,27.431,0.0764
5397,0,27.243,0.0825
5398,0,27.091,0.093
5399,0,26.953,0.1109
5400,0,26.836,0.131
5401,0,26.728,0.1406
5402,0,26.656,0.1349
5403,0,26.602,0.1356
5404,1.1914,26.556,0.1208
5405,35.0262,26.918,0.1182
5406,104.5998,27.497,0.1347
5407,195.2386,28.171,0.1196
5408,304.9799,28.911,0.2008
5409,395.3905,29.564,0.2153
5410,457.6368,30.055,0.2333
5411,499.0545,30.429,0.312
5412,487.6141,30.623,0.2672
5413,422.1695,30.598,0.2296
5414,311.7137,30.301,0.1972
5415,202.0556,29.806,0.1803
5416,85.3491,29.056,0.1628
5417,8.5432,28.057,0.1512
5418,0,27.591,0.1503
5419,0,27.367,0.145
5420,0,27.181,0.1539
5421,0,27.023,0.1857
5422,0,26.898,0.2399
5423,0,26.786,0.315
5424,0,26.69,0.3981
5425,0,26.58,0.4375
5426,0,26.446,0.4199
5427,0,26.306,0.3679
5428,1.9345,26.192,0.3052
